Restaurant,Burrito Name,Type,Zip Code,Neighborhood,Address,Full Address,URL,Yelp,Google,Cost,Hunger,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Reviewer,Notes,lat,lng
Lucha Libre North Park,Surf & Turf,Seafood,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,6.89,4,3.5,4.5,3.5,3.5,3,1.5,2.5,3.5,5,3.5,Scott,good fries,32.7486959,-117.1297798
Lucha Libre North Park,Surf & Turf,Seafood,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,6.89,5,3,5,4.5,4.5,3,4,4.5,4,4.5,4,Brent,very little guac,32.7486959,-117.1297798
Lucha Libre North Park,Surf & Turf,Seafood,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,4.99,3.5,3,3,3,3,2.5,2,2.5,3,4,2.8,Emily,Too much tortilla per bite,32.7486959,-117.1297798
Lucha Libre North Park,Surf & Turf,Seafood,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,5.29,3.5,2.5,4.5,2,3,2.5,1.5,3,2,4.5,2.5,Scott,it does taste homemade. but that's not a good thing,32.7486959,-117.1297798
Lucha Libre North Park,Surf & Turf,Seafood,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,7.49,2,4,5,4.5,3.5,3.5,2,3.5,4,5,4,Scott,,32.7486959,-117.1297798
Lucha Libre North Park,Surfin California,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,7.49,2.5,3.5,5,4,3,4,4.5,3,3.5,5,4,TJ,,32.7486959,-117.1297798
Lucha Libre North Park,Surfin California,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,6.5,3.5,2.5,4,3.5,4,4,3,1.5,3.5,5,3.6,Scott,really good guac,32.7486959,-117.1297798
Lucha Libre North Park,Surfin California,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,6.5,5,4.5,4.5,3.5,4,4,3.5,4,4,4,4,Brent,,32.7486959,-117.1297798
Lucha Libre North Park,Surfin California,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,6.25,3.5,2.5,3.5,3,3,5,4.5,3.5,2,5,2.9,Scott,"guac is good, very avocado-y",32.7486959,-117.1297798
Lucha Libre North Park,Surfin California,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,6.25,3,3,4,4,3,3.5,4.5,4,4,5,4,Emily,feels very dense; a lot of meat,32.7486959,-117.1297798
Lucha Libre North Park,Surfin California,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,5.99,4,4,4.5,2.5,2.5,2.5,1.5,3,4,5,3,Scott,Repeatedly get large bites of sour cream,32.7486959,-117.1297798
Lucha Libre North Park,Surfin California,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,5.69,3,4,4.5,3,3.5,4,3.5,2.5,4,4.5,4,Emily,Really good with lime,32.7486959,-117.1297798
Lucha Libre North Park,Nutty,Specialty,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,7.99,3.5,1.5,4,3,3,1.5,4.5,2.5,3,1.5,3.2,Scott,,32.7486959,-117.1297798
Lucha Libre North Park,Veg Out,Vegetarian,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,4,3,2.5,3,3,3,3,3.5,3,3,3,Hannah,,32.7486959,-117.1297798
Lucha Libre North Park,Veggie,Vegetarian,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,3,5,3,5,4,2,2,5,2,2,2,Tammy,,32.7486959,-117.1297798
Lucha Libre North Park,Bean and cheese,Vegetarian,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,3.9,2.1,1.9,2.6,2.4,2.9,3.2,4,2.5,3,2.4,Bankole,Not as good as the first time,32.7486959,-117.1297798
Lucha Libre North Park,California - Steak,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,4,3,2.5,2,2.8,3.5,3.5,4,3,4,2.2,Melissa N,,32.7486959,-117.1297798
Lucha Libre North Park,California - Steak,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,3.5,3.6,3.2,3.2,3.5,3.6,3.5,,3.8,3.9,3.6,Katie,,32.7486959,-117.1297798
Lucha Libre North Park,California - Pork Adobada,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,3,3,3,4,3.5,3,2,3.5,3.5,4,3.9,Emily,thick chips,32.7486959,-117.1297798
Lucha Libre North Park,California - Pork Adobada,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,4,3.5,2,4,3,5,5,4,4,5,3.5,Melissa G,Good guac,32.7486959,-117.1297798
Lucha Libre North Park,California - Pork Adobada,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,4,4,3,3,3,3,2,3,3,4,3,Marc,"shrimp was questionable; salsa was mediocre to bad; overall ok, better than past burritos at lucha libre",32.7486959,-117.1297798
Lucha Libre North Park,California - Chicken,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,1,3,2,4,3,5,5,4,3.5,5,3.5,Ashley G,good guac but fries could be better,32.7486959,-117.1297798
Lucha Libre North Park,California - Chicken,California,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,2,3.5,2,5,3.5,4,2.5,3.5,3,3.5,3.5,Richard,probably positively biased by service,32.7486959,-117.1297798
Lucha Libre North Park,Holy Moly,Specialty,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,3,5,4,4,4,3,3,4,4,4,4,Mike,,32.7486959,-117.1297798
Lucha Libre North Park,Holy Moly,Specialty,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,8.25,1,4,3,3.5,3,5,4,2,3,4,3,Sankha G,,32.7486959,-117.1297798
Lucha Libre North Park,Holy Moly,Specialty,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,7.5,3.8,3.8,4,4,4,4,4,4.5,4.5,4.5,4.4,Luis,,32.7486959,-117.1297798
Lucha Libre North Park,Holy Moly,Specialty,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,6.95,3,5,5,,5,,5,4.5,5,3,4.5,Aga,,32.7486959,-117.1297798
Lucha Libre North Park,Holy Moly,Specialty,42612,North Park,3016 University Ave,"3016 University Ave, North Park CA",https://www.yelp.com/biz/lucha-libre-san-diego,3.5,4.3,5.25,3,4.5,4.5,,3.5,,3,4,3.5,5,3.25,Rob G,,32.7486959,-117.1297798
Lupe's Taco Shop,Hot cheetos,Specialty,42747,Linda Vista,7621 Linda Vista Rd,"7621 Linda Vista Rd, Linda Vista CA",https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,3.75,5,4,3,,1,,3,3,2,3,2,Meghan,Bland,32.8014966,-117.1571964
Lupe's Taco Shop,Surfin California,California,42747,Linda Vista,7621 Linda Vista Rd,"7621 Linda Vista Rd, Linda Vista CA",https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,7.5,2.5,3,3,5,3.5,3,3.5,4.5,4,4.5,3.9,Scott,"first bite sour cream, but probably the best steak I've had in a burrito",32.8014966,-117.1571964
Lupe's Taco Shop,California,California,42747,Linda Vista,7621 Linda Vista Rd,"7621 Linda Vista Rd, Linda Vista CA",https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,7.5,5,3.5,3,2,3,3,2,4,2.5,5,3.5,Devleena,fries = 4,32.8014966,-117.1571964
Lupe's Taco Shop,Spicy a la Diabla,Specialty,42747,Linda Vista,7621 Linda Vista Rd,"7621 Linda Vista Rd, Linda Vista CA",https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,7.5,4,2,3,3,3,4,3,4,3,5,3,Erik,,32.8014966,-117.1571964
Lupe's Taco Shop,TGunz,Specialty,42850,Linda Vista,7621 Linda Vista Rd,"7621 Linda Vista Rd, Linda Vista CA",https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,7.5,4.5,3.5,4,4.5,4,3.5,3.5,4,4,4.5,4.25,Ricardo,,32.8014966,-117.1571964
Lupe's Taco Shop,TGunz,Specialty,42850,Linda Vista,7621 Linda Vista Rd,"7621 Linda Vista Rd, Linda Vista CA",https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,7.5,2,4,5,5,4,4.5,4.5,5,4.5,4,4.5,Erin,,32.8014966,-117.1571964
Matador Mexican Food,Carnitas,Carnitas / Pork,42645,Morena,5201 Linda Vista Rd,"5201 Linda Vista Rd, Morena CA",https://www.yelp.com/biz/matador-mexican-grill-san-diego-2,4.5,4,7.5,4,3.5,2.5,3,4.5,3,2,5,4.5,3.5,2.5,Kelsey,,32.7653159,-117.1963665
Matador Mexican Food,Carne asada,Carne Asada / Beef,42645,Morena,5201 Linda Vista Rd,"5201 Linda Vista Rd, Morena CA",https://www.yelp.com/biz/matador-mexican-grill-san-diego-2,4.5,4,7.5,3,3.5,5,3.5,4,3,3,4,2.5,5,3,Javier,"large, bt feels good in my hands",32.7653159,-117.1963665
Mi Asador Mexican & Seafood ,California ,California,42487,Oceanside,4750 Oceanside Blvd,"4750 Oceanside Blvd, Oceanside CA",https://sites.google.com/site/miasador/,4.5,4.4,7.5,5,3.5,2,3.5,3.5,3,4,2,2,4,3.5,Sam A,,33.2165079,-117.2718828
Mi Asador Mexican & Seafood ,El Hawaiiano ,Specialty,42487,Oceanside,4750 Oceanside Blvd,"4750 Oceanside Blvd, Oceanside CA",https://sites.google.com/site/miasador/,4.5,4.4,7.5,3,2.5,2.5,3,2,2,1,5,1,5,1.5,Sage,all meat at bottom 1/8th,33.2165079,-117.2718828
Mikes Taco Club,California,California,42452,Ocean Beach,5060 Newport Ave,"5060 Newport Ave, Ocean Beach CA",http://www.mikestacoclub.com/menu/,4.5,4.9,7.5,4,5,3,5,5,3,2,2,3,5,4,Aaron S,,32.7476247,-117.252021
Mikes Taco Club,California,California,42452,Ocean Beach,5060 Newport Ave,"5060 Newport Ave, Ocean Beach CA",http://www.mikestacoclub.com/menu/,4.5,4.9,7.5,5,5,4,2,1,4,3,5,4,2,2,Jaeyoung,Ordered a specialty burrito and guess I was expecting an ordinary one! Sauce was good but overpowering; no veggies at all; overall just did not feel like a burrito.,32.7476247,-117.252021
Mister Falafel,Chicken Shawarma,Chicken,42719,Clairemont,4461 Clairemont Mesa Blvd,"4461 Clairemont Mesa Blvd, Clairemont CA",https://www.yelp.com/biz/mister-falafel-san-diego,4.5,4.6,7.5,4.5,4,4,3.5,4.5,4,4,5,4.5,4,4,Matteo,,32.8340519,-117.1956122
Mr. Ruribertos Taco Shop ,California,California,42714,Mission Beach,3202 Mission Blvd,"3202 Mission Blvd, Mission Beach CA",https://www.yelp.com/biz/ruribertos-taco-shop-san-diego,3.5,3.7,4.99,3.5,2.5,2.5,4,2.5,1,1,2,4,0,2.5,Scott,Everything is in spanish. Get a taco or sope,32.7721947,-117.2514332
Mr. Ruribertos Taco Shop ,Carne asada,Carne Asada / Beef,42714,Mission Beach,3202 Mission Blvd,"3202 Mission Blvd, Mission Beach CA",https://www.yelp.com/biz/ruribertos-taco-shop-san-diego,3.5,3.7,4.99,2.5,2,2.5,3.5,2,3,2.5,2,2.5,2.5,2.4,Emily,"Burritos cut in half, felt like a wrap instead of a burrito",32.7721947,-117.2514332
MXN on Washington,Bean and rice grande size,Vegetarian,42510,Hillcrest,,", Hillcrest CA",,,,6.45,3,4,5,3.5,3,3.5,3.5,4,2.5,4,3.5,Scott,Free salad,32.7478638,-117.1647094
Netos Mexican Food,California ,California,42516,San Marcos,325 S Rancho Santa Fe Rd,"325 S Rancho Santa Fe Rd, San Marcos CA",https://www.yelp.com/biz/netos-mexican-food-san-marcos,4.5,4.1,6.99,4,3,4.5,4,4,3.5,3,4,4,5,4,Emily,,33.1422262,-117.2013389
Netos Mexican Food,Carne adobada ,Carnitas / Pork,42516,San Marcos,325 S Rancho Santa Fe Rd,"325 S Rancho Santa Fe Rd, San Marcos CA",https://www.yelp.com/biz/netos-mexican-food-san-marcos,4.5,4.1,5.79,4,3,4.5,4,4,4,5,2.5,3,5,3.6,Scott,Fries are really good but the overall flavor is plain because lack of ingredients,33.1422262,-117.2013389
Nico's Taco Shop,California,California,42399,Carmel Valley,3860 Valley Centre Dr #404,"3860 Valley Centre Dr #404, Carmel Valley CA",http://www.yelp.com/biz/nicos-taco-shop-san-diego,3,2.9,5.79,4,4,3,4,2.5,3.5,4,2,2.5,5,3,Benni,,32.9388172,-117.2318495
Nico's Taco Shop,Carnitas,Carnitas / Pork,42399,Carmel Valley,3860 Valley Centre Dr #404,"3860 Valley Centre Dr #404, Carmel Valley CA",http://www.yelp.com/biz/nicos-taco-shop-san-diego,3,2.9,7.29,3.7,3.8,4.7,4,3.5,4.5,4,4,4.5,5,4,Luis,,32.9388172,-117.2318495
Ortiz's Taco Shop #2,California,California,42676,Pacific Beach,1313 Garnet Ave,"1313 Garnet Ave, Pacific Beach CA",https://www.yelp.com/biz/ortizs-taco-shop-san-diego-2,4,4.2,5.69,3,4,3,1.5,3,4,4.5,3.5,2,4.5,3,Ricardo,,32.7983334,-117.2458182
Ortiz's Taco Shop #2,California chicken,California,42676,Pacific Beach,1313 Garnet Ave,"1313 Garnet Ave, Pacific Beach CA",https://www.yelp.com/biz/ortizs-taco-shop-san-diego-2,4,4.2,7.15,4,2.5,2.5,3,2.8,2.5,3.5,,3,3.5,2.75,Emily,,32.7983334,-117.2458182
Ortiz's Taco Shop #2,California,California,42676,Pacific Beach,1313 Garnet Ave,"1313 Garnet Ave, Pacific Beach CA",https://www.yelp.com/biz/ortizs-taco-shop-san-diego-2,4,4.2,6.99,4,4.5,4,4.5,4.5,4.5,4.5,4.5,5,4,4.5,Mike,,32.7983334,-117.2458182
Ortiz's Taco Shop #2,California,California,42676,Pacific Beach,1313 Garnet Ave,"1313 Garnet Ave, Pacific Beach CA",https://www.yelp.com/biz/ortizs-taco-shop-san-diego-2,4,4.2,7.49,4.1,4,4.5,4.5,4.5,4.7,4.5,4.2,4.5,5,4.7,Luis,,32.7983334,-117.2458182
Oscar's Mexican food,California ,California,42393,San Marcos,225 S Rancho Santa Fe Rd,"225 S Rancho Santa Fe Rd, San Marcos CA",http://www.yelp.com/biz/oscars-mexican-food-san-marcos,3.5,3.3,7.9,3.5,4,5,4,4,3,4,3.5,4,4,4.2,Scott,Tortilla is burnt a bit but good. Pick is good,33.1452281,-117.2003865
Oscar's Mexican food,Carnitas,Carnitas / Pork,42393,San Marcos,225 S Rancho Santa Fe Rd,"225 S Rancho Santa Fe Rd, San Marcos CA",http://www.yelp.com/biz/oscars-mexican-food-san-marcos,3.5,3.3,7.9,3.5,4,3.5,4.5,4.5,3.5,3.5,3.5,4,3,4.3,Emily,Melted cheese is good. Cilantro is fresh,33.1452281,-117.2003865
Oscar's Mexican food,Carne asada,Carne Asada / Beef,42393,San Marcos,225 S Rancho Santa Fe Rd,"225 S Rancho Santa Fe Rd, San Marcos CA",http://www.yelp.com/biz/oscars-mexican-food-san-marcos,3.5,3.3,6.95,3.5,3.5,3.5,3,4,3,3,4.5,3.5,2,3.6,Scott,Alfajores dessert and horchata are super good,33.1452281,-117.2003865
Papa Chito's Mexican Food,California,California,42591,University City,3951 Governor Dr,"3951 Governor Dr, University City CA",https://www.yelp.com/biz/papa-chitos-mexican-food-san-diego,2.5,3.3,5.95,4,3.5,5,4.5,3.5,4,4.5,4.5,4,5,4,Richard,First burrito I enjoyed from top to bottom,32.853489,-117.203946
Papa Chito's Mexican Food,California,California,42591,University City,3951 Governor Dr,"3951 Governor Dr, University City CA",https://www.yelp.com/biz/papa-chitos-mexican-food-san-diego,2.5,3.3,5.49,4,3,5,3,3,2.5,4,3.5,3,5,3.1,Scott,Good because so cheap,32.853489,-117.203946
Pedro's Tacos,California Burrito,California,42512,Oceanside,,", Oceanside CA",,,,3.99,4.5,3.5,4,3,2.5,2.8,4,2.5,2.5,5,2.6,Emily,tamale isn't good,33.1958696,-117.3794834
Pokirrito,Pokirrito classic ,Carnitas / Pork,42519,Kearny Mesa,4646 Convoy St,"4646 Convoy St, Kearny Mesa CA",https://www.yelp.com/biz/pokirrito-san-diego-2,4,4.3,6.35,4,4,2.5,4,3,4.5,2,2,3,4,3,Erin,"Good tortilla, good amount of food, needed guac. or salsa to balance out density of fillings.",32.8252617,-117.1558833
Pokirrito,Mauna Lani,Specialty,42519,Kearny Mesa,4646 Convoy St,"4646 Convoy St, Kearny Mesa CA",https://www.yelp.com/biz/pokirrito-san-diego-2,4,4.3,5.99,2.5,3.2,3.8,4.5,2.8,4,2,1.8,3.5,5,4,Scott,Carnitas very good,32.8252617,-117.1558833
Pollos Maria,California,California,42396,Carlsbad,3055 Harding St,"3055 Harding St, Carlsbad CA",http://pollosmaria.com/,4,3.8,7.65,4.5,3.5,4.5,2.5,2.5,1,1.5,3,2.5,3,2.7,Scott,"The big size was too big of an appeal, but there's just not enough meat",33.1612269,-117.3443176
Pollos Maria,combo chicken,Chicken,42397,Carlsbad,3055 Harding St,"3055 Harding St, Carlsbad CA",http://pollosmaria.com/,4,3.8,6.6,3.5,4,4.5,4,4,4.5,5,4.5,4.5,4.5,4.25,Ricardo,,33.1612269,-117.3443176
Pollos Maria,Combo chicken,Chicken,42700,Carlsbad,3055 Harding St,"3055 Harding St, Carlsbad CA",http://pollosmaria.com/,4,3.8,6.3,4,4,3.6,4,4,4,4,,4,4,4.2,Luis,,33.1612269,-117.3443176
Pollos Maria,Carne asada,Carne Asada / Beef,42700,Carlsbad,3055 Harding St,"3055 Harding St, Carlsbad CA",http://pollosmaria.com/,4,3.8,6.6,3,4,4,5,5,4.5,3,2,4,4,4,Elynn,,33.1612269,-117.3443176
Porkyland ,Deborah's special,Specialty,42462,Carmel Valley,4645 Carmel Mountain Rd,"4645 Carmel Mountain Rd, Carmel Valley CA",http://goporkyland.com/,4,4.4,5.99,4,3.5,3.5,2,3,4.5,4.5,3,3,5,3.2,Scott,get the carnitas,32.9203273,-117.2140079
Porkyland ,Chicken nopalito,Chicken,42462,Carmel Valley,4645 Carmel Mountain Rd,"4645 Carmel Mountain Rd, Carmel Valley CA",http://goporkyland.com/,4,4.4,7.9,4,4,4,4,4,4.5,4,4,4,2.5,4.2,Scott,Best horchata. Fries are great. Chips are really good,32.9203273,-117.2140079
Porkyland ,Chicken nopalito,Chicken,42462,Carmel Valley,4645 Carmel Mountain Rd,"4645 Carmel Mountain Rd, Carmel Valley CA",http://goporkyland.com/,4,4.4,7.9,3,4,4,3.5,4.5,4,3.5,2.5,4,1.5,4,Emily,"Chips really good, really good but a little bit spicy chipotle. Very good horchata",32.9203273,-117.2140079
Porkyland ,California,California,42462,Carmel Valley,4645 Carmel Mountain Rd,"4645 Carmel Mountain Rd, Carmel Valley CA",http://goporkyland.com/,4,4.4,6.6,3.2,1.4,3.7,3,3.2,4.8,2.4,3,2.9,3,3,Scott,,32.9203273,-117.2140079
"Qdoba Mexican Grill, Seatac Airport",Custom,Specialty,42448,Seattle,Airport,"Airport, Seattle CA",,,,6.6,4,4,3.5,3.5,3.5,4,3,3.5,3.5,4.5,3,Brent,Salsa too spicy,47.4502499,-122.3088165
Raul's Mexican food,Chile verde pork,Carnitas / Pork,42440,Encinitas,490 S Coast Hwy 101,"490 S Coast Hwy 101, Encinitas CA",https://www.yelp.com/biz/rauls-shack-encinitas,4,4.2,6.1,4,3.5,3.5,2,3.5,4.5,3.5,3,3.5,4,3.3,Scott ,,33.0461712,-117.2941785
Raul's Mexican food,carne asada,Carne Asada / Beef,42440,Encinitas,490 S Coast Hwy 101,"490 S Coast Hwy 101, Encinitas CA",https://www.yelp.com/biz/rauls-shack-encinitas,4,4.2,6.25,4,3.5,4,2.5,3,1.5,2.5,2.5,2.8,5,3.2,Scott ,,33.0461712,-117.2941785
Rigoberto's Taco Shop,Carne asada,Carne Asada / Beef,42437,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,6.5,4,3,2.5,2.5,3,4,3.5,2.5,3,5,3.3,Scott,The burrito looked beautiful when it came out. Chicken didn't add anything. would probably get the regular,32.8798199,-117.1616766
Rigoberto's Taco Shop,Campeon,Carne Asada / Beef,42437,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,5.5,4,3.5,5,3,3,3.5,3.5,2,4,5,3.5,Devleena,,32.8798199,-117.1616766
Rigoberto's Taco Shop,California ,California,42463,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,5.5,2,3,5,3,4,2,2,2,4.5,4,3.5,Sankha G,,32.8798199,-117.1616766
Rigoberto's Taco Shop,Adobada,Carnitas / Pork,42463,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,4.95,3,3.5,5,4,4,3.78,5,,4.7,5,4.2,Sage,chicken and rice burrito. simple and delicious. ,32.8798199,-117.1616766
Rigoberto's Taco Shop,California,California,42467,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,6.99,3.5,3,3,3,3,3.7,3.5,3.8,3,5,3.5,Scott,Pretty decent,32.8798199,-117.1616766
Rigoberto's Taco Shop,Surf & Turf,Seafood,42467,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,,3.5,4,5,4.5,4.2,4.7,4.4,4,4.9,5,4.6,Sage,one if the best breakfast burritos I've ever had,32.8798199,-117.1616766
Rigoberto's Taco Shop,El Rusio,Specialty,42503,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,6.5,3,3,4.5,3.5,1.5,1.5,2,3.2,2,4.5,2.2,Scott,Peppers not cooked enough,32.8798199,-117.1616766
Rigoberto's Taco Shop,Carne asada,Carne Asada / Beef,42503,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,5.5,3,3,4,4.5,3,2,4,4.5,3.5,4.5,3.5,Ricardo,Very plain burrito,32.8798199,-117.1616766
Rigoberto's Taco Shop,Carne asada,Carne Asada / Beef,42503,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,4.99,4,4.5,5,3,3,3,2.5,0,2.5,5,3,Sage,pretty standard breakfast burrito. eggs and cheese. great tortilla! morning protein!,32.8798199,-117.1616766
Rigoberto's Taco Shop,Carnitas,Carnitas / Pork,42503,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,6.95,4,4,2,4,3,4,5,3,3,4,4,Elynn,,32.8798199,-117.1616766
Rigoberto's Taco Shop,Bacon breakfast,Breakfast,42503,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,7,4,3,3,3.5,4,4,3,3,4,3.5,5,Hannah,,32.8798199,-117.1616766
Rigoberto's Taco Shop,Chile Relleno,Vegetarian,42503,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,5.95,3,4,3,4,3,4,2,3.5,3,5,3.9,Scott,,32.8798199,-117.1616766
Rigoberto's Taco Shop,Fish,Seafood,42503,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,6.99,3.5,2,5,4.2,3,4.7,5,3.7,4.2,5,4,Sage,,32.8798199,-117.1616766
Rigoberto's Taco Shop,Al pastor,Carnitas / Pork,42114,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,,4.5,3,4,4,4,4,4,4,4,3,4,Marc,,32.8798199,-117.1616766
Rigoberto's Taco Shop,Campeon,Carne Asada / Beef,42640,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,,2,2,4,3,4,4,4,3,4,4,3,Jeremy,,32.8798199,-117.1616766
Rigoberto's Taco Shop,California,California,42640,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,,3,5,5,,3,2,2,,1,5,2,Shijia,,32.8798199,-117.1616766
Rigoberto's Taco Shop,Bacon breakfast,Breakfast,42640,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,7.49,4,2,3.5,4.2,4.3,4,2.2,4.5,4,2.2,4.2,Scott,Much better than the first time we tried this location ,32.8798199,-117.1616766
Rigoberto's Taco Shop,Carnitas,Carnitas / Pork,42640,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,7.49,2,3.8,3.8,4,4.2,3.75,4,4.75,4.4,3.8,4.2,Emily,Possibly favorite green salsa so far,32.8798199,-117.1616766
Rigoberto's Taco Shop,California,California,42739,Miramar,7094 Miramar Rd,"7094 Miramar Rd, Miramar CA",https://www.yelp.com/biz/rigobertos-taco-shop-san-diego-2,4,4.4,5.99,4,3,4.5,3.7,2.8,5,4.5,3,2.3,4.5,3,Scott,,32.8798199,-117.1616766
